screen_name	bot		screen_name
Saloni146	0		kirkmorrison
SophiaFreshness	0		MedStylist
Mariana_m01	0		MTGPix
nflcommish	0		JeffMadsenobv
vkhosla	0		GreenDay
FionaSequeira91	0		joseserra_
gilbirmingham	0		josiahandthe
Sourabh_Kt	0		laeek91
MatthewBurgesss	0		TibiaCheats
ZilviaAlfonso	0		USCTO44
BilbrayCA50	0		WayneHeadConvo
TorontoRBOT	0		chriscornell
thiinkabout	0		LogicalIndians
julima_f	0		nicolerichie
loic	0		thefalloftroy
debrady	0		JoeFernandez
wenqing_yao	0		Sir_RV
10years	0		dz
avinash_vaka	0		shwayze
drghirlanda	0		LilyMazahery
Lari_kumagai	0		sneha343430
AOdago	0		Roothlus
berryshadow	0		rihanna
CrissAngel	0		brendaniribe
dttransformer	0		Joseguillermo
RevRunWisdom	0		LisaKudrow
Guillaume_Adam_	0		hmason
pnut	0		PronoyR92
devduttmyth	0		frugalista
Myke311	0		seanhannity
internetofshit	0		JRNoblin
festadamaria	0		Ann_Kimberlyyy
pscb102	0		bmf
danieltosh	0		antoinewilson
QuincyDJones	0		FloydMayweather
AvanJogia	0		matisyahu
beatnomad	0		VictoriaCoren
ijstokes	0		EricDRieth
MaxKnoblauch	0		wanderfukt
wryryry	0		toddbarry
didoofficial	0		FilosofiaMetal
kirkmorrison	0		prd6001
MedStylist	0		AlisonSudol
MTGPix	0		eddieizzard
JeffMadsenobv	0		IAMtheCOMMODORE
GreenDay	0		kaiiyyma
joseserra_	0		huskerzach6
josiahandthe	0		lala
laeek91	0		sarahmaibach
TibiaCheats	0		jaybirdsatx
USCTO44	0		nvidia
WayneHeadConvo	0		nickcarter
chriscornell	0		GuyKawasaki
LogicalIndians	0		PokemonGo100IV
nicolerichie	0		Taydizm
thefalloftroy	0		ShaneWallCTO
JoeFernandez	0		warfried
Sir_RV	0		leap2drive
dz	0		Babylonian
shwayze	0		bartjstein
LilyMazahery	0		MarielHemingway
sneha343430	0		TravelGov
Roothlus	0		AndyFouche
rihanna	0		am_i_sam98
brendaniribe	0		LeblancDidi
Joseguillermo	0		NickKristof
LisaKudrow	0		BenBoutcherWest
hmason	0		jteposte
PronoyR92	0		MASHAgindler
frugalista	0		HANAHliving
seanhannity	0		IsaaahCarolina
JRNoblin	0		DrJamesCDobson
Ann_Kimberlyyy	0		Gomidedany
bmf	0		MattBennett
antoinewilson	0		ChanceSalisbur1
FloydMayweather	0		cindygallop
matisyahu	0		screen_name
VictoriaCoren	0		AndyFouche
EricDRieth	0		am_i_sam98
wanderfukt	0		LeblancDidi
toddbarry	0		NickKristof
FilosofiaMetal	0		BenBoutcherWest
prd6001	0		jteposte
AlisonSudol	0		MASHAgindler
eddieizzard	0		HANAHliving
IAMtheCOMMODORE	0		IsaaahCarolina
kaiiyyma	0		DrJamesCDobson
huskerzach6	0		Gomidedany
lala	0		MattBennett
sarahmaibach	0		ChanceSalisbur1
jaybirdsatx	0		cindygallop
nvidia	0		AntonioPizzonia
nickcarter	0		ang3538
GuyKawasaki	0		justbrad23
PokemonGo100IV	0		CeliaVee
Taydizm	0		_breadward
ShaneWallCTO	0		margaretcho
warfried	0		Kallan10
leap2drive	0		SunLooksDown
Babylonian	0		Buckcherry
bartjstein	0		ArianaGrande
MarielHemingway	0		IamSamOrtmann
howied	0		amandapalmer
TravelGov	0		NYCFC
AndyFouche	0		KarlRove
am_i_sam98	0		pampamela_
LeblancDidi	0		appletonsfinest
NickKristof	0		superdaniela
BenBoutcherWest	0		ChristineCC14
jteposte	0		resprana
MASHAgindler	0		AndrewYNg
HANAHliving	0		LucasQuental
IsaaahCarolina	0		DelftUniversity
DrJamesCDobson	0		SushmaSwaraj
Gomidedany	0		PequenoRabisco
MattBennett	0		chucktodd
ChanceSalisbur1	0		SDhawan25
cindygallop	0		cabearzotti
AntonioPizzonia	0		ColinCowherd
ang3538	0		shahidkapoor
justbrad23	0		ManCity
CeliaVee	0		randhindi
_breadward	0		JimCarrey
margaretcho	0		schzimmydeanie
Kallan10	0		MicheleBachmann
SunLooksDown	0		JuliaAllison
Buckcherry	0		RafaelNadal
ArianaGrande	0		ChrisGLogan
IamSamOrtmann	0		BlakePlock
amandapalmer	0		afghanraiders
NYCFC	0		cristian_web
KarlRove	0		stacymartinet
pampamela_	0		omaregy0220
appletonsfinest	0		lauravitt0
superdaniela	0		greatartbot
ChristineCC14	0		typesfast
sondra_barlow	0		daaniilimaa
resprana	0		arnab9211
AndrewYNg	0		DJMissBehavior
LucasQuental	0		luisafilipa02
DelftUniversity	0		ReneeJJames
SushmaSwaraj	0		Bridget
PequenoRabisco	0		ajr_almeida
chucktodd	0		llcoolj
SDhawan25	0		SatoshiLite
cabearzotti	0		amrit
ColinCowherd	0		theakkoolaidman
shahidkapoor	0		ANDERSONROCKON
ManCity	0		ammararshad634
randhindi	0		PAULVANDYK
JimCarrey	0		empireofthekop
schzimmydeanie	0		selcukyilm4z
MicheleBachmann	0		divya_penumetsa
JuliaAllison	0		saraevansmusic
RafaelNadal	0		dylanhann
ChrisGLogan	0		lancearmstrong
BlakePlock	0		jimmyeatworld
afghanraiders	0		DaveJMatthews
cristian_web	0		suresh99291
stacymartinet	0		BigMay42
omaregy0220	0		lilmissagitated
lauravitt0	0		jleahy18
greatartbot	0		Jdinesh525
typesfast	0		imogenheap
daaniilimaa	0		chrisbosh
arnab9211	0		christletine
DJMissBehavior	0		mattkbradley
luisafilipa02	0		Al_Horford
ReneeJJames	0		MerlinOfficial
PhoebeHugh_	0		RaesTheYouthBar
Bridget	0		JJWatt
ajr_almeida	0		crookedvultures
llcoolj	0		karthikavk
SatoshiLite	0		ihiteshbansal
amrit	0		Somenteprati
theakkoolaidman	0		TWFoundation
ANDERSONROCKON	0		AlleeyyRick
ammararshad634	0		campiteli_p
PAULVANDYK	0		priyankachopra
empireofthekop	0		WoWEorg
selcukyilm4z	0		Gloomyohio58
divya_penumetsa	0		benlandis
saraevansmusic	0		JealousElonMusk
emilymkingg_	0		jimkchin
dylanhann	0		nickjonas
lancearmstrong	0		bobburnquist
jimmyeatworld	0		TheDemocrats
DaveJMatthews	0		MaxCollinsMusic
suresh99291	0		isabruni_
BigMay42	0		saad_bshams
lilmissagitated	0		CherieKuang
jleahy18	0		otod
Jdinesh525	0		cleber_w_mognon
imogenheap	0		theadoodles
chrisbosh	0		maltmurphy
christletine	0		sharriopitz
mattkbradley	0		Refugees
Al_Horford	0		robbierogers
MerlinOfficial	0		gallinari8888
RaesTheYouthBar	0		diddy
JJWatt	0		Social_Chef
crookedvultures	0		jeromedorn
karthikavk	0		matheus_rjb
ihiteshbansal	0		armmaster1
Somenteprati	0		TexDolly
TWFoundation	0		Wils_Lfc
AlleeyyRick	0		GregYaitanes
campiteli_p	0		Wandame_
priyankachopra	0		danawhite
WoWEorg	0		poem_exe
Gloomyohio58	0		stewartbrand
benlandis	0		Gabrieldollis
JealousElonMusk	0		Print365ie
jimkchin	0		scottrinnyc
nickjonas	0		KindaNerdyHW
bobburnquist	0		MarleeMatlin
TheDemocrats	0		ladygaga
MaxCollinsMusic	0		xonecole
isabruni_	0		thearvindswami
saad_bshams	0		SeanSingletary
CherieKuang	0		TheEllenShow
otod	0		ashleymonroe
cleber_w_mognon	0		JoeBiden
theadoodles	0		wgajate
maltmurphy	0		JenBuckleyVA
sharriopitz	0		PearlJam
Refugees	0		brunoairah
robbierogers	0		rutenbert
gallinari8888	0		beck
diddy	0		Blankwonder
Social_Chef	0		Shalmalee_Vish
jeromedorn	0		Matter_Digital
matheus_rjb	0		PrsonaNonTrotta
armmaster1	0		elephantbot
TexDolly	0		JustinTimesUK
Wils_Lfc	0		robynpeterson
GregYaitanes	0		boburnham
Wandame_	0		timberners_lee
danawhite	0		nycacre
poem_exe	0		RealHughJackman
stewartbrand	0		SMignolet
Gabrieldollis	0		christianllang
Print365ie	0		rahul_cloud9
scottrinnyc	0		Tyrese
KindaNerdyHW	0		justinbieber
MarleeMatlin	0		cesarmillan
ladygaga	0		mayauofa213
xonecole	0		Andy
thearvindswami	0		VicenteTao
SeanSingletary	0		kar2905
TheEllenShow	0		palalablo
ashleymonroe	0		dutt_ashish
JoeBiden	0		KellerSeason
wgajate	0		VitorBecker
JenBuckleyVA	0		honorsociety
PearlJam	0		brian_littrell
brunoairah	0		TomJackson57
rutenbert	0		visu_bio
beck	0		VivianePatty
Blankwonder	0		mohsin_shk11
Shalmalee_Vish	0		Robbie_OC
Matter_Digital	0		MiThiicSource
PrsonaNonTrotta	0		JTJ_Photo
elephantbot	0		SkillzVa
JustinTimesUK	0		iamadityar
robynpeterson	0		haileybaldwin
boburnham	0		ahmadriaz
timberners_lee	0		thetrickisto
nycacre	0		OKKenna
RealHughJackman	0		MixologyBot
SMignolet	0		leslieberland
christianllang	0		SamuelsPants
rahul_cloud9	0		jimmyfallon
br0n50n	0		LocalAlligator
Tyrese	0		RepJoeBarton
justinbieber	0		
cesarmillan	0		
mayauofa213	0		
Andy	0		
VicenteTao	0		
kar2905	0		
palalablo	0		
dutt_ashish	0		
KellerSeason	0		
VitorBecker	0		
honorsociety	0		
brian_littrell	0		
TomJackson57	0		
visu_bio	0		
VivianePatty	0		
mohsin_shk11	0		
Robbie_OC	0		
MiThiicSource	0		
JTJ_Photo	0		
SkillzVa	0		
iamadityar	0		
haileybaldwin	0		
ahmadriaz	0		
thetrickisto	0		
OKKenna	0		
MixologyBot	0		
leslieberland	0		
SamuelsPants	0		
jimmyfallon	0		
LocalAlligator	0		
RepJoeBarton	0		
